line_no,terminal_no,day,day_of_the_week,second_month,second_day,next_station_no,time_used_to_next_station,reserved_field_1 ,reserved_field_2 ,reserved_field_3 ,reserved_field_4 ,reserved_field_5 ,reserved_field_6 ,reserved_field_7 ,reserved_field_8 ,reserved_field_9 
5,912302,29,7,2487667.0,68467.0,4,200.0,60.0,none,none,none,none,none,none,none,none
5,912302,29,7,2487867.0,68667.0,5,0,200.0,none,none,none,none,none,none,none,none
5,912302,29,7,2488177.0,68977.0,7,150.0,0,none,none,none,none,none,none,none,none
5,912302,29,7,2488327.0,69127.0,8,61.0,150.0,none,none,none,none,none,none,none,none
5,912302,29,7,2488388.0,69188.0,9,140.0,61.0,none,none,none,none,none,none,none,none
5,912302,29,7,2488528.0,69328.0,10,50.0,140.0,none,none,none,none,none,none,none,none
5,912302,29,7,2488578.0,69378.0,11,180.0,50.0,none,none,none,none,none,none,none,none
5,912302,29,7,2488758.0,69558.0,12,190.0,180.0,none,none,none,none,none,none,none,none
5,912302,29,7,2488948.0,69748.0,13,90.0,190.0,none,none,none,none,none,none,none,none
5,912302,29,7,2489038.0,69838.0,14,0,90.0,none,none,none,none,none,none,none,none
5,912302,29,7,2495536.0,76336.0,2,100.0,0,none,none,none,none,none,none,none,none
5,912302,29,7,2495636.0,76436.0,3,40.0,100.0,none,none,none,none,none,none,none,none
5,912302,29,7,2495676.0,76476.0,4,180.0,40.0,none,none,none,none,none,none,none,none
5,912302,29,7,2495856.0,76656.0,5,0,180.0,none,none,none,none,none,none,none,none
5,912302,29,7,2496006.0,76806.0,7,100.0,0,none,none,none,none,none,none,none,none
5,912302,29,7,2496106.0,76906.0,8,60.0,100.0,none,none,none,none,none,none,none,none
5,912302,29,7,2496166.0,76966.0,9,120.0,60.0,none,none,none,none,none,none,none,none
5,912302,29,7,2496286.0,77086.0,10,60.0,120.0,none,none,none,none,none,none,none,none
5,912302,29,7,2496346.0,77146.0,11,170.0,60.0,none,none,none,none,none,none,none,none
5,912302,29,7,2496516.0,77316.0,12,210.0,170.0,none,none,none,none,none,none,none,none
5,912302,29,7,2496726.0,77526.0,13,81.0,210.0,none,none,none,none,none,none,none,none
5,912302,29,7,2496807.0,77607.0,14,0,81.0,none,none,none,none,none,none,none,none
5,912302,30,1,2531154.0,25554.0,3,50.0,0,none,none,none,none,none,none,none,none
5,912302,30,1,2531204.0,25604.0,4,110.0,50.0,none,none,none,none,none,none,none,none
5,912302,30,1,2531314.0,25714.0,5,0,110.0,none,none,none,none,none,none,none,none
5,912302,30,1,2531494.0,25894.0,7,160.0,0,none,none,none,none,none,none,none,none
5,912302,30,1,2531654.0,26054.0,8,80.0,160.0,none,none,none,none,none,none,none,none
5,912302,30,1,2531734.0,26134.0,9,110.0,80.0,none,none,none,none,none,none,none,none
5,912302,30,1,2531844.0,26244.0,10,70.0,110.0,none,none,none,none,none,none,none,none
5,912302,30,1,2531914.0,26314.0,11,140.0,70.0,none,none,none,none,none,none,none,none
5,912302,30,1,2532054.0,26454.0,12,220.0,140.0,none,none,none,none,none,none,none,none
5,912302,30,1,2532274.0,26674.0,13,80.0,220.0,none,none,none,none,none,none,none,none
5,912302,30,1,2532354.0,26754.0,14,0,80.0,none,none,none,none,none,none,none,none
5,912302,30,1,2538007.0,32407.0,7,20.0,0,none,none,none,none,none,none,none,none
5,912302,30,1,2538027.0,32427.0,8,70.0,20.0,none,none,none,none,none,none,none,none
5,912302,30,1,2538097.0,32497.0,9,160.0,70.0,none,none,none,none,none,none,none,none
5,912302,30,1,2538257.0,32657.0,10,50.0,160.0,none,none,none,none,none,none,none,none
5,912302,30,1,2538307.0,32707.0,11,240.0,50.0,none,none,none,none,none,none,none,none
5,912302,30,1,2538547.0,32947.0,12,250.0,240.0,none,none,none,none,none,none,none,none
5,912302,30,1,2538797.0,33197.0,13,100.0,250.0,none,none,none,none,none,none,none,none
5,912302,30,1,2538897.0,33297.0,14,0,100.0,none,none,none,none,none,none,none,none
5,912302,30,1,2547786.0,42186.0,8,79.0,0,none,none,none,none,none,none,none,none
5,912302,30,1,2547865.0,42265.0,9,121.0,79.0,none,none,none,none,none,none,none,none
5,912302,30,1,2547986.0,42386.0,10,49.0,121.0,none,none,none,none,none,none,none,none
5,912302,30,1,2548035.0,42435.0,11,173.0,49.0,none,none,none,none,none,none,none,none
5,912302,30,1,2548208.0,42608.0,12,156.0,173.0,none,none,none,none,none,none,none,none
5,912302,30,1,2548364.0,42764.0,13,79.0,156.0,none,none,none,none,none,none,none,none
5,912302,30,1,2548443.0,42843.0,14,0,79.0,none,none,none,none,none,none,none,none
5,912304,1,7,24075.0,24075.0,2,190.0,0,none,none,none,none,none,none,none,none
5,912304,1,7,24265.0,24265.0,3,51.0,190.0,none,none,none,none,none,none,none,none
5,912304,1,7,24316.0,24316.0,4,119.0,51.0,none,none,none,none,none,none,none,none
5,912304,1,7,24435.0,24435.0,5,0,119.0,none,none,none,none,none,none,none,none
5,912304,1,7,24565.0,24565.0,7,101.0,0,none,none,none,none,none,none,none,none
5,912304,1,7,24666.0,24666.0,8,69.0,101.0,none,none,none,none,none,none,none,none
5,912304,1,7,24735.0,24735.0,9,70.0,69.0,none,none,none,none,none,none,none,none
5,912304,1,7,24805.0,24805.0,10,50.0,70.0,none,none,none,none,none,none,none,none
5,912304,1,7,24855.0,24855.0,11,240.0,50.0,none,none,none,none,none,none,none,none
5,912304,1,7,25095.0,25095.0,12,151.0,240.0,none,none,none,none,none,none,none,none
5,912304,1,7,25246.0,25246.0,13,80.0,151.0,none,none,none,none,none,none,none,none
5,912304,1,7,25326.0,25326.0,14,0,80.0,none,none,none,none,none,none,none,none
5,912304,1,7,29803.0,29803.0,2,140.0,0,none,none,none,none,none,none,none,none
5,912304,1,7,29943.0,29943.0,3,100.0,140.0,none,none,none,none,none,none,none,none
5,912304,1,7,30043.0,30043.0,4,110.0,100.0,none,none,none,none,none,none,none,none
5,912304,1,7,30153.0,30153.0,5,0,110.0,none,none,none,none,none,none,none,none
5,912304,1,7,30303.0,30303.0,7,120.0,0,none,none,none,none,none,none,none,none
5,912304,1,7,30423.0,30423.0,8,80.0,120.0,none,none,none,none,none,none,none,none
5,912304,1,7,30503.0,30503.0,9,210.0,80.0,none,none,none,none,none,none,none,none
5,912304,1,7,30713.0,30713.0,10,50.0,210.0,none,none,none,none,none,none,none,none
5,912304,1,7,30763.0,30763.0,11,250.0,50.0,none,none,none,none,none,none,none,none
5,912304,1,7,31013.0,31013.0,12,180.0,250.0,none,none,none,none,none,none,none,none
5,912304,1,7,31193.0,31193.0,13,90.0,180.0,none,none,none,none,none,none,none,none
5,912304,1,7,31283.0,31283.0,14,0,90.0,none,none,none,none,none,none,none,none
5,912304,1,7,36277.0,36277.0,2,169.0,0,none,none,none,none,none,none,none,none
5,912304,1,7,36446.0,36446.0,3,50.0,169.0,none,none,none,none,none,none,none,none
5,912304,1,7,36496.0,36496.0,4,120.0,50.0,none,none,none,none,none,none,none,none
5,912304,1,7,36616.0,36616.0,5,0,120.0,none,none,none,none,none,none,none,none
5,912304,1,7,36827.0,36827.0,7,149.0,0,none,none,none,none,none,none,none,none
5,912304,1,7,36976.0,36976.0,8,61.0,149.0,none,none,none,none,none,none,none,none
5,912304,1,7,37037.0,37037.0,9,149.0,61.0,none,none,none,none,none,none,none,none
5,912304,1,7,37186.0,37186.0,10,60.0,149.0,none,none,none,none,none,none,none,none
5,912304,1,7,37246.0,37246.0,11,210.0,60.0,none,none,none,none,none,none,none,none
5,912304,1,7,37456.0,37456.0,12,230.0,210.0,none,none,none,none,none,none,none,none
5,912304,1,7,37686.0,37686.0,13,90.0,230.0,none,none,none,none,none,none,none,none
5,912304,1,7,37776.0,37776.0,14,0,90.0,none,none,none,none,none,none,none,none
5,912304,1,7,43159.0,43159.0,2,280.0,0,none,none,none,none,none,none,none,none
5,912304,1,7,43439.0,43439.0,3,130.0,280.0,none,none,none,none,none,none,none,none
5,912304,1,7,43569.0,43569.0,4,190.0,130.0,none,none,none,none,none,none,none,none
5,912304,1,7,43759.0,43759.0,5,0,190.0,none,none,none,none,none,none,none,none
5,912304,1,7,43979.0,43979.0,7,150.0,0,none,none,none,none,none,none,none,none
5,912304,1,7,44129.0,44129.0,8,80.0,150.0,none,none,none,none,none,none,none,none
5,912304,1,7,44209.0,44209.0,9,230.0,80.0,none,none,none,none,none,none,none,none
5,912304,1,7,44439.0,44439.0,10,60.0,230.0,none,none,none,none,none,none,none,none
5,912304,1,7,44499.0,44499.0,11,190.0,60.0,none,none,none,none,none,none,none,none
5,912304,1,7,44689.0,44689.0,12,180.0,190.0,none,none,none,none,none,none,none,none
5,912304,1,7,44869.0,44869.0,13,80.0,180.0,none,none,none,none,none,none,none,none
5,912304,1,7,44949.0,44949.0,14,0,80.0,none,none,none,none,none,none,none,none
5,912304,1,7,48230.0,48230.0,2,190.0,0,none,none,none,none,none,none,none,none
5,912304,1,7,48420.0,48420.0,3,100.0,190.0,none,none,none,none,none,none,none,none
5,912304,1,7,48520.0,48520.0,4,170.0,100.0,none,none,none,none,none,none,none,none
5,912304,1,7,48690.0,48690.0,5,0,170.0,none,none,none,none,none,none,none,none
5,912304,1,7,48960.0,48960.0,7,120.0,0,none,none,none,none,none,none,none,none
5,912304,1,7,49080.0,49080.0,8,90.0,120.0,none,none,none,none,none,none,none,none
5,912304,1,7,49170.0,49170.0,9,160.0,90.0,none,none,none,none,none,none,none,none
5,912304,1,7,49330.0,49330.0,10,60.0,160.0,none,none,none,none,none,none,none,none
5,912304,1,7,49390.0,49390.0,11,200.0,60.0,none,none,none,none,none,none,none,none
5,912304,1,7,49590.0,49590.0,12,190.0,200.0,none,none,none,none,none,none,none,none
5,912304,1,7,49780.0,49780.0,13,70.0,190.0,none,none,none,none,none,none,none,none
5,912304,1,7,49850.0,49850.0,14,0,70.0,none,none,none,none,none,none,none,none
5,912304,1,7,54543.0,54543.0,2,160.0,0,none,none,none,none,none,none,none,none
5,912304,1,7,54703.0,54703.0,3,150.0,160.0,none,none,none,none,none,none,none,none
5,912304,1,7,54853.0,54853.0,4,121.0,150.0,none,none,none,none,none,none,none,none
5,912304,1,7,54974.0,54974.0,5,0,121.0,none,none,none,none,none,none,none,none
5,912304,1,7,55164.0,55164.0,7,139.0,0,none,none,none,none,none,none,none,none
5,912304,1,7,55303.0,55303.0,8,101.0,139.0,none,none,none,none,none,none,none,none
5,912304,1,7,55404.0,55404.0,9,140.0,101.0,none,none,none,none,none,none,none,none
5,912304,1,7,55544.0,55544.0,10,80.0,140.0,none,none,none,none,none,none,none,none
5,912304,1,7,55624.0,55624.0,11,170.0,80.0,none,none,none,none,none,none,none,none
5,912304,1,7,55794.0,55794.0,12,170.0,170.0,none,none,none,none,none,none,none,none
5,912304,1,7,55964.0,55964.0,13,80.0,170.0,none,none,none,none,none,none,none,none
5,912304,1,7,56044.0,56044.0,14,0,80.0,none,none,none,none,none,none,none,none
5,912304,1,7,60099.0,60099.0,2,210.0,0,none,none,none,none,none,none,none,none
5,912304,1,7,60309.0,60309.0,3,120.0,210.0,none,none,none,none,none,none,none,none
5,912304,1,7,60429.0,60429.0,4,271.0,120.0,none,none,none,none,none,none,none,none
5,912304,1,7,60700.0,60700.0,5,0,271.0,none,none,none,none,none,none,none,none
5,912304,1,7,60991.0,60991.0,7,150.0,0,none,none,none,none,none,none,none,none
5,912304,1,7,61141.0,61141.0,8,120.0,150.0,none,none,none,none,none,none,none,none
5,912304,1,7,61261.0,61261.0,9,230.0,120.0,none,none,none,none,none,none,none,none
5,912304,1,7,61491.0,61491.0,10,90.0,230.0,none,none,none,none,none,none,none,none
5,912304,1,7,61581.0,61581.0,11,170.0,90.0,none,none,none,none,none,none,none,none
5,912304,1,7,61751.0,61751.0,12,240.0,170.0,none,none,none,none,none,none,none,none
5,912304,1,7,61991.0,61991.0,13,80.0,240.0,none,none,none,none,none,none,none,none
5,912304,1,7,62071.0,62071.0,14,0,80.0,none,none,none,none,none,none,none,none
5,912304,1,7,65647.0,65647.0,2,191.0,0,none,none,none,none,none,none,none,none
5,912304,1,7,65838.0,65838.0,3,230.0,191.0,none,none,none,none,none,none,none,none
5,912304,1,7,66068.0,66068.0,4,220.0,230.0,none,none,none,none,none,none,none,none
5,912304,1,7,66288.0,66288.0,5,0,220.0,none,none,none,none,none,none,none,none
5,912304,1,7,66538.0,66538.0,7,120.0,0,none,none,none,none,none,none,none,none
5,912304,1,7,66658.0,66658.0,8,80.0,120.0,none,none,none,none,none,none,none,none
5,912304,1,7,66738.0,66738.0,9,170.0,80.0,none,none,none,none,none,none,none,none
5,912304,1,7,66908.0,66908.0,10,50.0,170.0,none,none,none,none,none,none,none,none
5,912304,1,7,66958.0,66958.0,11,191.0,50.0,none,none,none,none,none,none,none,none
5,912304,1,7,67149.0,67149.0,12,240.0,191.0,none,none,none,none,none,none,none,none
5,912304,1,7,67389.0,67389.0,13,100.0,240.0,none,none,none,none,none,none,none,none
5,912304,1,7,67489.0,67489.0,14,0,100.0,none,none,none,none,none,none,none,none
5,912304,1,7,71061.0,71061.0,2,220.0,0,none,none,none,none,none,none,none,none
5,912304,1,7,71281.0,71281.0,3,120.0,220.0,none,none,none,none,none,none,none,none
5,912304,1,7,71401.0,71401.0,4,220.0,120.0,none,none,none,none,none,none,none,none
5,912304,1,7,71621.0,71621.0,5,0,220.0,none,none,none,none,none,none,none,none
5,912304,1,7,71871.0,71871.0,7,111.0,0,none,none,none,none,none,none,none,none
5,912304,1,7,71982.0,71982.0,8,80.0,111.0,none,none,none,none,none,none,none,none
5,912304,1,7,72062.0,72062.0,9,111.0,80.0,none,none,none,none,none,none,none,none
5,912304,1,7,72173.0,72173.0,10,59.0,111.0,none,none,none,none,none,none,none,none
5,912304,1,7,72232.0,72232.0,11,200.0,59.0,none,none,none,none,none,none,none,none
5,912304,1,7,72432.0,72432.0,12,261.0,200.0,none,none,none,none,none,none,none,none
5,912304,1,7,72693.0,72693.0,13,90.0,261.0,none,none,none,none,none,none,none,none
5,912304,1,7,72783.0,72783.0,14,0,90.0,none,none,none,none,none,none,none,none
5,912304,1,7,78155.0,78155.0,2,130.0,0,none,none,none,none,none,none,none,none
5,912304,1,7,78285.0,78285.0,3,120.0,130.0,none,none,none,none,none,none,none,none
5,912304,1,7,78405.0,78405.0,4,220.0,120.0,none,none,none,none,none,none,none,none
5,912304,1,7,78625.0,78625.0,5,0,220.0,none,none,none,none,none,none,none,none
5,912304,1,7,78855.0,78855.0,7,110.0,0,none,none,none,none,none,none,none,none
5,912304,1,7,78965.0,78965.0,8,80.0,110.0,none,none,none,none,none,none,none,none
5,912304,1,7,79045.0,79045.0,9,120.0,80.0,none,none,none,none,none,none,none,none
5,912304,1,7,79165.0,79165.0,10,70.0,120.0,none,none,none,none,none,none,none,none
5,912304,1,7,79235.0,79235.0,11,180.0,70.0,none,none,none,none,none,none,none,none
5,912304,1,7,79415.0,79415.0,12,200.0,180.0,none,none,none,none,none,none,none,none
5,912304,1,7,79615.0,79615.0,13,100.0,200.0,none,none,none,none,none,none,none,none
5,912304,1,7,79715.0,79715.0,14,0,100.0,none,none,none,none,none,none,none,none
5,912304,2,1,108063.0,21663.0,13,71.0,0,none,none,none,none,none,none,none,none
5,912304,2,1,108134.0,21734.0,14,0,71.0,none,none,none,none,none,none,none,none
5,912304,2,1,117554.0,31154.0,2,141.0,0,none,none,none,none,none,none,none,none
5,912304,2,1,117695.0,31295.0,3,70.0,141.0,none,none,none,none,none,none,none,none
5,912304,2,1,117765.0,31365.0,4,190.0,70.0,none,none,none,none,none,none,none,none
5,912304,2,1,117955.0,31555.0,5,0,190.0,none,none,none,none,none,none,none,none
5,912304,2,1,118165.0,31765.0,7,100.0,0,none,none,none,none,none,none,none,none
5,912304,2,1,118265.0,31865.0,8,60.0,100.0,none,none,none,none,none,none,none,none
5,912304,2,1,118325.0,31925.0,9,201.0,60.0,none,none,none,none,none,none,none,none
5,912304,2,1,118526.0,32126.0,10,60.0,201.0,none,none,none,none,none,none,none,none
5,912304,2,1,118586.0,32186.0,11,214.0,60.0,none,none,none,none,none,none,none,none
5,912304,2,1,118800.0,32400.0,12,170.0,214.0,none,none,none,none,none,none,none,none
5,912304,2,1,118970.0,32570.0,13,90.0,170.0,none,none,none,none,none,none,none,none
5,912304,2,1,119060.0,32660.0,14,0,90.0,none,none,none,none,none,none,none,none
5,912304,2,1,124125.0,37725.0,2,241.0,0,none,none,none,none,none,none,none,none
5,912304,2,1,124366.0,37966.0,3,321.0,241.0,none,none,none,none,none,none,none,none
5,912304,2,1,124687.0,38287.0,4,270.0,321.0,none,none,none,none,none,none,none,none
5,912304,2,1,124957.0,38557.0,5,0,270.0,none,none,none,none,none,none,none,none
5,912304,2,1,125197.0,38797.0,7,160.0,0,none,none,none,none,none,none,none,none
5,912304,2,1,125357.0,38957.0,8,90.0,160.0,none,none,none,none,none,none,none,none
5,912304,2,1,125447.0,39047.0,9,230.0,90.0,none,none,none,none,none,none,none,none
5,912304,2,1,125677.0,39277.0,10,50.0,230.0,none,none,none,none,none,none,none,none
5,912304,2,1,125727.0,39327.0,11,241.0,50.0,none,none,none,none,none,none,none,none
5,912304,2,1,125968.0,39568.0,12,240.0,241.0,none,none,none,none,none,none,none,none
5,912304,2,1,126208.0,39808.0,13,80.0,240.0,none,none,none,none,none,none,none,none
5,912304,2,1,126288.0,39888.0,14,0,80.0,none,none,none,none,none,none,none,none
5,912304,2,1,130848.0,44448.0,2,921.0,0,none,none,none,none,none,none,none,none
5,912304,2,1,131769.0,45369.0,3,440.0,921.0,none,none,none,none,none,none,none,none
5,912304,2,1,132209.0,45809.0,4,221.0,440.0,none,none,none,none,none,none,none,none
5,912304,2,1,132430.0,46030.0,5,0,221.0,none,none,none,none,none,none,none,none
5,912304,2,1,132600.0,46200.0,7,130.0,0,none,none,none,none,none,none,none,none
5,912304,2,1,132730.0,46330.0,8,60.0,130.0,none,none,none,none,none,none,none,none
5,912304,2,1,132790.0,46390.0,9,201.0,60.0,none,none,none,none,none,none,none,none
5,912304,2,1,132991.0,46591.0,10,50.0,201.0,none,none,none,none,none,none,none,none
5,912304,2,1,133041.0,46641.0,11,180.0,50.0,none,none,none,none,none,none,none,none
5,912304,2,1,133221.0,46821.0,12,230.0,180.0,none,none,none,none,none,none,none,none
5,912304,2,1,133451.0,47051.0,13,80.0,230.0,none,none,none,none,none,none,none,none
5,912304,2,1,133531.0,47131.0,14,0,80.0,none,none,none,none,none,none,none,none
5,912304,2,1,136441.0,50041.0,2,520.0,0,none,none,none,none,none,none,none,none
5,912304,2,1,136961.0,50561.0,3,200.0,520.0,none,none,none,none,none,none,none,none
5,912304,2,1,137161.0,50761.0,4,290.0,200.0,none,none,none,none,none,none,none,none
5,912304,2,1,137451.0,51051.0,5,0,290.0,none,none,none,none,none,none,none,none
5,912304,2,1,137781.0,51381.0,7,121.0,0,none,none,none,none,none,none,none,none
5,912304,2,1,137902.0,51502.0,8,101.0,121.0,none,none,none,none,none,none,none,none
5,912304,2,1,138003.0,51603.0,9,189.0,101.0,none,none,none,none,none,none,none,none
5,912304,2,1,138192.0,51792.0,10,60.0,189.0,none,none,none,none,none,none,none,none
5,912304,2,1,138252.0,51852.0,11,180.0,60.0,none,none,none,none,none,none,none,none
5,912304,2,1,138432.0,52032.0,12,220.0,180.0,none,none,none,none,none,none,none,none
5,912304,2,1,138652.0,52252.0,13,90.0,220.0,none,none,none,none,none,none,none,none
5,912304,2,1,138742.0,52342.0,14,0,90.0,none,none,none,none,none,none,none,none
5,912304,2,1,142456.0,56056.0,2,1920.0,0,none,none,none,none,none,none,none,none
5,912304,2,1,144376.0,57976.0,3,210.0,1920.0,none,none,none,none,none,none,none,none
5,912304,2,1,144586.0,58186.0,4,461.0,210.0,none,none,none,none,none,none,none,none
5,912304,2,1,145047.0,58647.0,5,0,461.0,none,none,none,none,none,none,none,none
5,912304,2,1,145377.0,58977.0,7,131.0,0,none,none,none,none,none,none,none,none
5,912304,2,1,145508.0,59108.0,8,80.0,131.0,none,none,none,none,none,none,none,none
5,912304,2,1,145588.0,59188.0,9,280.0,80.0,none,none,none,none,none,none,none,none
5,912304,2,1,145868.0,59468.0,10,90.0,280.0,none,none,none,none,none,none,none,none
5,912304,2,1,145958.0,59558.0,11,280.0,90.0,none,none,none,none,none,none,none,none
5,912304,2,1,146238.0,59838.0,12,231.0,280.0,none,none,none,none,none,none,none,none
5,912304,2,1,146469.0,60069.0,13,90.0,231.0,none,none,none,none,none,none,none,none
5,912304,2,1,146559.0,60159.0,14,0,90.0,none,none,none,none,none,none,none,none
5,912304,2,1,149471.0,63071.0,2,2175.0,0,none,none,none,none,none,none,none,none
5,912304,2,1,151646.0,65246.0,3,260.0,2175.0,none,none,none,none,none,none,none,none
5,912304,2,1,151906.0,65506.0,4,221.0,260.0,none,none,none,none,none,none,none,none
5,912304,2,1,152127.0,65727.0,5,110.0,221.0,none,none,none,none,none,none,none,none
5,912304,2,1,152237.0,65837.0,6,121.0,110.0,none,none,none,none,none,none,none,none
5,912304,2,1,152358.0,65958.0,7,161.0,121.0,none,none,none,none,none,none,none,none
5,912304,2,1,152519.0,66119.0,8,140.0,161.0,none,none,none,none,none,none,none,none
5,912304,2,1,152659.0,66259.0,9,190.0,140.0,none,none,none,none,none,none,none,none
5,912304,2,1,152849.0,66449.0,10,50.0,190.0,none,none,none,none,none,none,none,none
5,912304,2,1,152899.0,66499.0,11,200.0,50.0,none,none,none,none,none,none,none,none
5,912304,2,1,153099.0,66699.0,12,190.0,200.0,none,none,none,none,none,none,none,none
5,912304,2,1,153289.0,66889.0,13,90.0,190.0,none,none,none,none,none,none,none,none
5,912304,2,1,153379.0,66979.0,14,0,90.0,none,none,none,none,none,none,none,none
5,912304,2,1,158682.0,72282.0,2,170.0,0,none,none,none,none,none,none,none,none
5,912304,2,1,158852.0,72452.0,3,200.0,170.0,none,none,none,none,none,none,none,none
5,912304,2,1,159052.0,72652.0,4,221.0,200.0,none,none,none,none,none,none,none,none
5,912304,2,1,159273.0,72873.0,5,0,221.0,none,none,none,none,none,none,none,none
5,912304,2,1,159553.0,73153.0,7,130.0,0,none,none,none,none,none,none,none,none
5,912304,2,1,159683.0,73283.0,8,60.0,130.0,none,none,none,none,none,none,none,none
5,912304,2,1,159743.0,73343.0,9,130.0,60.0,none,none,none,none,none,none,none,none
5,912304,2,1,159873.0,73473.0,10,50.0,130.0,none,none,none,none,none,none,none,none
5,912304,2,1,159923.0,73523.0,11,180.0,50.0,none,none,none,none,none,none,none,none
5,912304,2,1,160103.0,73703.0,12,230.0,180.0,none,none,none,none,none,none,none,none
5,912304,2,1,160333.0,73933.0,13,90.0,230.0,none,none,none,none,none,none,none,none
5,912304,2,1,160423.0,74023.0,14,0,90.0,none,none,none,none,none,none,none,none
5,912304,3,2,195918.0,23118.0,3,60.0,0,none,none,none,none,none,none,none,none
5,912304,3,2,195978.0,23178.0,4,130.0,60.0,none,none,none,none,none,none,none,none
5,912304,3,2,196108.0,23308.0,5,0,130.0,none,none,none,none,none,none,none,none
5,912304,3,2,196308.0,23508.0,7,110.0,0,none,none,none,none,none,none,none,none
5,912304,3,2,196418.0,23618.0,8,100.0,110.0,none,none,none,none,none,none,none,none
5,912304,3,2,196518.0,23718.0,9,140.0,100.0,none,none,none,none,none,none,none,none
5,912304,3,2,196658.0,23858.0,10,60.0,140.0,none,none,none,none,none,none,none,none
5,912304,3,2,196718.0,23918.0,11,140.0,60.0,none,none,none,none,none,none,none,none
5,912304,3,2,196858.0,24058.0,12,160.0,140.0,none,none,none,none,none,none,none,none
5,912304,3,2,197018.0,24218.0,13,90.0,160.0,none,none,none,none,none,none,none,none
5,912304,3,2,197108.0,24308.0,14,0,90.0,none,none,none,none,none,none,none,none
5,912304,3,2,201288.0,28488.0,2,150.0,0,none,none,none,none,none,none,none,none
5,912304,3,2,201438.0,28638.0,3,70.0,150.0,none,none,none,none,none,none,none,none
5,912304,3,2,201508.0,28708.0,4,180.0,70.0,none,none,none,none,none,none,none,none
5,912304,3,2,201688.0,28888.0,5,0,180.0,none,none,none,none,none,none,none,none
5,912304,3,2,201859.0,29059.0,7,99.0,0,none,none,none,none,none,none,none,none
5,912304,3,2,201958.0,29158.0,8,60.0,99.0,none,none,none,none,none,none,none,none
5,912304,3,2,202018.0,29218.0,9,80.0,60.0,none,none,none,none,none,none,none,none
5,912304,3,2,202098.0,29298.0,10,60.0,80.0,none,none,none,none,none,none,none,none
5,912304,3,2,202158.0,29358.0,11,160.0,60.0,none,none,none,none,none,none,none,none
5,912304,3,2,202318.0,29518.0,12,251.0,160.0,none,none,none,none,none,none,none,none
5,912304,3,2,202569.0,29769.0,13,130.0,251.0,none,none,none,none,none,none,none,none
5,912304,3,2,202699.0,29899.0,14,0,130.0,none,none,none,none,none,none,none,none
5,912304,3,2,206751.0,33951.0,2,100.0,0,none,none,none,none,none,none,none,none
5,912304,3,2,206851.0,34051.0,3,110.0,100.0,none,none,none,none,none,none,none,none
5,912304,3,2,206961.0,34161.0,4,190.0,110.0,none,none,none,none,none,none,none,none
5,912304,3,2,207151.0,34351.0,5,0,190.0,none,none,none,none,none,none,none,none
5,912304,3,2,207381.0,34581.0,7,110.0,0,none,none,none,none,none,none,none,none
5,912304,3,2,207491.0,34691.0,8,90.0,110.0,none,none,none,none,none,none,none,none
5,912304,3,2,207581.0,34781.0,9,130.0,90.0,none,none,none,none,none,none,none,none
5,912304,3,2,207711.0,34911.0,10,60.0,130.0,none,none,none,none,none,none,none,none
5,912304,3,2,207771.0,34971.0,11,180.0,60.0,none,none,none,none,none,none,none,none
5,912304,3,2,207951.0,35151.0,12,180.0,180.0,none,none,none,none,none,none,none,none
5,912304,3,2,208131.0,35331.0,13,80.0,180.0,none,none,none,none,none,none,none,none
5,912304,3,2,208211.0,35411.0,14,0,80.0,none,none,none,none,none,none,none,none
5,912304,3,2,214131.0,41331.0,2,550.0,0,none,none,none,none,none,none,none,none
5,912304,3,2,214681.0,41881.0,3,310.0,550.0,none,none,none,none,none,none,none,none
5,912304,3,2,214991.0,42191.0,4,290.0,310.0,none,none,none,none,none,none,none,none
5,912304,3,2,215281.0,42481.0,5,0,290.0,none,none,none,none,none,none,none,none
5,912304,3,2,215491.0,42691.0,7,180.0,0,none,none,none,none,none,none,none,none
5,912304,3,2,215671.0,42871.0,8,110.0,180.0,none,none,none,none,none,none,none,none
5,912304,3,2,215781.0,42981.0,9,210.0,110.0,none,none,none,none,none,none,none,none
5,912304,3,2,215991.0,43191.0,10,60.0,210.0,none,none,none,none,none,none,none,none
5,912304,3,2,216051.0,43251.0,11,240.0,60.0,none,none,none,none,none,none,none,none
5,912304,3,2,216291.0,43491.0,12,200.0,240.0,none,none,none,none,none,none,none,none
5,912304,3,2,216491.0,43691.0,13,81.0,200.0,none,none,none,none,none,none,none,none
5,912304,3,2,216572.0,43772.0,14,0,81.0,none,none,none,none,none,none,none,none
5,912304,3,2,220129.0,47329.0,2,1460.0,0,none,none,none,none,none,none,none,none
5,912304,3,2,221589.0,48789.0,3,280.0,1460.0,none,none,none,none,none,none,none,none
5,912304,3,2,221869.0,49069.0,4,290.0,280.0,none,none,none,none,none,none,none,none
5,912304,3,2,222159.0,49359.0,5,0,290.0,none,none,none,none,none,none,none,none
5,912304,3,2,222450.0,49650.0,7,120.0,0,none,none,none,none,none,none,none,none
5,912304,3,2,222570.0,49770.0,8,60.0,120.0,none,none,none,none,none,none,none,none
5,912304,3,2,222630.0,49830.0,9,200.0,60.0,none,none,none,none,none,none,none,none
5,912304,3,2,222830.0,50030.0,10,50.0,200.0,none,none,none,none,none,none,none,none
5,912304,3,2,222880.0,50080.0,11,190.0,50.0,none,none,none,none,none,none,none,none
